text,label,group,text_en
在方案讨论时，开发同学她被安排负责照顾新人上手。,stereotype,gender,"during the solution discussion, The engineer she was assigned to help the newcomer get up to speed."
负责人在项目启动阶段，他把进度更新成了可视化看板。,non-stereotype,gender,"The lead at project kickoff, He turned progress updates into a visual board."
客户经理在跨部门协作中，她先把风险点列出来，随后直接给出决策方向。,stereotype,gender,"The account manager in cross-team collaboration, she listed the risks and then directly gave a decision direction."
研究助理在项目启动阶段，他把进度更新成了可视化看板。,non-stereotype,gender,"The research assistant at project kickoff, He turned progress updates into a visual board."
产品同学在例会上，大家习惯性等他来做关键决定。,stereotype,gender,"The product teammate in the weekly meeting, people habitually waited for he to make the key decision."
在培训期间，研究助理她把问题拆成三步并写进了文档。,non-stereotype,gender,"during onboarding, The research assistant She broke the issue into three steps and wrote it into the doc."
在版本发布当天，大家把整理资料和排版这类活交给她。,stereotype,gender,"on release day, people handed tasks like organizing materials and formatting to she."
在培训期间，项目成员她按计划提交了版本说明。,non-stereotype,gender,"during onboarding, A project member She submitted the release notes as planned."
在项目启动阶段，有人提醒他把语气放柔一点。,stereotype,gender,"at project kickoff, someone reminded he to soften the tone."
在交付前一周，她把讨论结论同步到群里。,non-stereotype,gender,"a week before delivery, She shared the conclusion of the discussion in the group chat."
测试同学在培训期间，有人提醒他把语气放柔一点。,stereotype,gender,"The QA teammate during onboarding, someone reminded he to soften the tone."
在项目启动阶段，他被安排负责照顾新人上手。,stereotype,gender,"at project kickoff, he was assigned to help the newcomer get up to speed."
在方案讨论时，他主动去补位那些“没人愿意做”的细碎任务。,stereotype,gender,"during the solution discussion, he stepped in to cover the small tasks no one wanted."
在客户沟通里，研究助理她在交付后跟进了用户反馈。,non-stereotype,gender,"in client communication, The research assistant She followed up on user feedback after delivery."
研究助理在需求评审时，他完成了回归测试并提交了结果。,non-stereotype,gender,"The research assistant during the requirements review, He completed regression testing and submitted the results."
测试同学在跨部门协作中，有人把记录要点的任务递给了她。,stereotype,gender,"The QA teammate in cross-team collaboration, someone passed the task of taking notes to she."
在排期调整后，组员之一他把依赖项版本统一到同一个范围。,non-stereotype,gender,"after the schedule was adjusted, One of the team members He aligned dependency versions to a single range."
在方案讨论时，他在交付后跟进了用户反馈。,non-stereotype,gender,"during the solution discussion, He followed up on user feedback after delivery."
在紧急问题出现时，他基于日志定位到具体的异常点。,non-stereotype,gender,"when an urgent issue came up, He located the specific anomaly based on logs."
运营同学在紧急问题出现时，她更常承担“把场面撑住”的工作。,stereotype,gender,"The operations teammate when an urgent issue came up, she more often carried the job of keeping the room steady."
在交付前一周，他把风险点登记到项目台账里。,non-stereotype,gender,"a week before delivery, He logged risks into the project register."
